age,job_n,marital_n,education_n,housing_n,month_n,pdays_n,duration,cons.conf.idx
44,6,0,6,0,0,0,158,-36.4
51,2,0,6,0,5,5,104,-42.0
31,1,1,1,1,0,0,102,-36.4
42,4,1,1,0,3,0,135,-36.1
53,4,1,4,1,0,0,111,-36.4
45,1,0,4,1,3,0,133,-36.1
70,5,0,1,1,9,0,144,-29.8
41,2,0,1,0,3,0,88,-31.4
32,2,0,1,1,5,0,90,-42.0
49,2,0,1,1,5,0,164,-42.0
54,4,0,4,1,8,0,130,-47.1
33,3,1,2,0,2,0,184,-42.7
41,6,0,6,1,5,0,54,-42.0
30,1,1,1,0,0,0,75,-46.2
54,0,2,5,1,1,0,52,-41.8
42,2,0,6,1,3,0,334,-36.1
41,7,0,3,0,5,3,597,-50.8
40,1,0,2,0,8,0,140,-47.1
36,11,1,3,1,0,0,432,-46.2
46,2,0,5,0,0,0,181,-36.4
28,3,0,3,1,0,0,379,-36.4
51,8,0,3,0,0,13,246,-46.2
57,5,0,2,0,8,0,203,-47.1
45,3,1,1,0,1,0,68,-41.8
34,4,0,1,0,5,0,732,-42.0
32,4,0,4,1,8,0,625,-47.1
49,3,0,2,0,3,0,139,-36.1
34,2,1,6,0,0,0,134,-46.2
32,4,0,1,1,3,0,47,-36.1
41,4,2,1,1,2,0,521,-42.7
45,1,2,1,1,2,0,230,-42.7
31,3,1,3,0,0,0,48,-46.2
30,1,1,3,0,0,0,53,-36.4
59,5,2,0,1,0,0,27,-46.2
42,2,1,6,1,0,0,938,-36.4
41,3,0,0,1,0,0,174,-46.2
44,10,1,4,0,0,0,74,-46.2
38,2,0,6,1,3,0,345,-36.1
44,3,1,0,1,1,0,76,-41.8
59,6,0,6,0,0,0,659,-36.4
27,3,0,3,1,0,0,274,-36.4
37,3,1,3,1,0,0,140,-36.4
27,2,1,6,0,7,0,273,-34.8
27,4,1,4,0,0,0,411,-46.2
52,1,0,1,1,5,0,251,-42.0
34,6,1,6,1,5,0,111,-42.0
39,7,1,1,1,2,0,90,-40.3
29,1,0,1,0,0,0,100,-36.4
45,2,0,1,1,3,0,111,-36.1
39,2,0,1,0,5,0,138,-42.0
37,4,1,6,1,0,0,248,-36.4
27,7,0,1,0,1,0,327,-41.8
29,3,1,1,1,0,0,74,-36.4
32,2,0,1,0,5,0,219,-42.0
36,4,2,4,0,2,0,36,-42.7
45,3,0,0,1,3,0,92,-36.1
37,2,0,1,0,5,0,235,-30.1
59,10,0,5,0,1,0,242,-41.8
28,8,0,6,1,8,0,344,-47.1
54,3,0,3,1,3,0,388,-36.1
32,3,1,6,0,5,0,242,-42.0
46,4,0,4,0,8,0,279,-47.1
50,2,0,6,1,1,0,407,-41.8
36,2,2,1,0,2,0,1960,-42.7
46,3,0,2,1,1,0,267,-41.8
45,2,2,3,1,1,0,261,-41.8
32,6,0,6,1,0,0,230,-36.4
48,3,0,2,1,3,0,45,-36.1
37,6,0,6,0,1,0,288,-41.8
28,4,2,4,0,0,0,240,-46.2
56,0,0,1,0,0,0,9,-46.2
59,0,0,0,1,3,0,618,-36.1
43,2,0,6,0,0,0,266,-36.4
31,10,0,3,0,0,0,136,-36.4
23,11,1,3,1,1,1,189,-39.8
29,2,1,6,0,4,13,123,-49.5
35,4,1,4,0,3,0,513,-36.1
39,2,0,4,2,1,0,638,-41.8
50,4,0,4,0,1,0,352,-41.8
35,3,0,2,0,0,0,69,-46.2
59,2,0,1,1,8,0,147,-47.1
29,2,0,6,0,3,0,190,-36.1
25,2,1,1,1,2,0,84,-42.7
30,4,0,6,0,1,0,189,-41.8
57,5,0,4,1,3,0,156,-36.1
42,10,0,6,0,8,0,46,-47.1
26,3,1,3,1,2,0,151,-42.7
38,2,0,6,1,3,0,35,-36.1
68,5,0,4,0,4,0,76,-26.9
37,10,0,6,1,5,0,17,-42.0
66,5,0,2,1,3,5,124,-31.4
51,5,2,3,0,0,0,296,-36.4
32,8,0,6,1,5,0,54,-42.0
56,1,0,1,0,0,0,507,-36.4
50,3,0,0,0,3,0,79,-36.1
44,7,0,2,1,0,0,536,-36.4
34,3,2,0,1,0,0,306,-36.4
38,9,0,2,0,1,0,75,-41.8
30,2,1,6,0,5,0,106,-30.1
23,11,1,3,1,9,0,502,-37.5
47,2,2,1,0,2,0,480,-42.7
36,2,3,6,0,3,0,69,-36.1
39,2,0,6,0,0,0,230,-36.4
46,2,2,4,0,2,0,155,-42.7
34,2,1,6,1,0,0,69,-46.2
48,10,1,6,1,2,0,654,-42.7
55,2,0,3,0,5,0,209,-42.0
34,3,0,3,1,0,0,219,-46.2
30,2,0,6,0,2,0,128,-42.7
49,3,0,3,1,3,0,1877,-36.1
49,3,0,2,0,2,0,771,-42.7
39,2,0,1,1,2,0,627,-42.7
34,2,0,6,1,2,1,417,-40.3
37,2,1,6,1,3,0,170,-36.1
33,1,0,1,0,0,0,322,-36.4
50,1,1,0,1,0,0,98,-36.4
27,0,1,6,1,0,0,9,-46.2
35,6,2,6,0,3,0,472,-36.1
40,1,0,2,0,0,0,199,-36.4
60,2,0,6,0,1,0,1574,-41.8
38,3,0,3,1,0,0,468,-36.4
45,6,0,5,1,8,8,379,-34.6
31,2,0,6,0,5,0,96,-42.0
31,7,1,1,1,2,0,45,-42.7
35,2,2,6,1,5,0,188,-42.0
53,6,0,3,1,1,0,376,-41.8
31,2,0,6,0,1,0,256,-41.8
34,2,1,6,0,3,0,161,-36.1
41,2,1,6,0,2,0,1180,-42.7
29,4,0,6,0,1,0,150,-40.8
22,3,1,3,1,0,0,100,-36.4
29,2,1,1,1,0,0,792,-46.2
42,2,0,1,1,0,0,248,-36.4
30,1,2,1,1,0,0,67,-36.4
34,4,1,4,0,0,0,3,-36.4
39,6,1,3,1,5,0,125,-42.0
52,3,0,0,1,1,0,162,-41.8
53,3,0,3,1,0,0,609,-36.4
32,2,1,6,1,4,0,164,-49.5
53,2,0,6,1,2,0,618,-42.7
25,4,1,3,1,0,0,14,-46.2
43,2,1,1,0,1,0,198,-41.8
58,5,0,1,0,3,0,130,-31.4
24,2,1,1,0,0,0,172,-36.4
37,4,1,1,0,0,0,264,-36.4
29,4,2,4,1,1,0,247,-39.8
60,5,0,0,1,3,0,115,-36.1
39,2,0,6,1,2,0,101,-42.7
38,2,0,6,1,3,0,175,-36.1
49,5,0,1,1,2,0,555,-42.7
48,6,2,6,0,3,0,117,-31.4
34,4,1,4,0,3,0,237,-31.4
40,6,0,5,1,5,0,165,-42.0
53,2,0,1,0,2,0,10,-42.7
37,3,0,3,1,0,0,377,-36.4
21,11,1,5,0,9,0,9,-37.5
37,3,2,3,0,1,0,339,-41.8
51,3,0,0,1,1,0,85,-41.8
33,4,0,3,1,0,0,215,-36.4
21,11,1,6,1,0,0,48,-46.2
45,3,0,2,1,5,0,696,-42.0
31,2,1,6,0,3,0,121,-36.1
25,11,1,1,1,0,0,959,-46.2
39,2,0,1,1,5,0,50,-42.0
36,4,0,4,1,0,0,260,-36.4
30,1,1,1,1,0,0,159,-46.2
33,4,1,6,1,0,0,340,-46.2
40,3,0,0,1,5,0,74,-42.0
46,2,0,1,0,3,0,16,-36.1
49,1,2,3,1,0,0,259,-36.4
36,9,1,5,0,2,0,295,-42.7
35,2,0,1,1,0,0,259,-36.4
46,0,0,6,1,5,0,82,-42.0
29,4,1,1,1,3,0,87,-36.1
31,9,1,1,0,0,0,392,-40.0
34,2,2,6,1,3,0,109,-36.1
36,3,1,0,0,0,0,178,-46.2
32,2,1,6,1,5,0,74,-42.0
33,4,1,6,1,1,0,203,-40.8
33,6,0,3,1,0,0,168,-46.2
32,6,1,6,0,1,3,152,-40.8
60,5,0,4,0,4,0,170,-49.5
37,2,0,1,1,8,0,439,-47.1
31,3,3,5,0,0,0,170,-36.4
55,3,0,0,2,1,0,54,-41.8
34,4,0,6,0,1,0,20,-41.8
34,4,0,1,1,3,0,85,-36.1
57,2,0,1,1,5,0,41,-42.0
28,3,1,3,0,0,0,404,-36.4
35,3,0,2,1,0,0,389,-36.4
42,4,0,1,0,0,0,70,-36.4
29,2,1,1,1,1,0,100,-40.8
54,3,0,3,1,2,0,28,-42.7
37,2,0,6,1,0,0,318,-46.2
31,4,0,6,0,5,0,298,-42.0
36,4,0,4,1,0,0,157,-46.2
20,10,1,1,0,0,0,217,-36.4
58,2,2,6,0,3,0,74,-36.1
30,1,0,1,0,0,0,205,-36.4
32,2,1,6,0,2,0,152,-42.7
31,1,1,1,1,0,0,151,-46.2
26,11,1,1,1,0,0,277,-46.2
35,1,0,1,0,3,0,63,-36.1
46,8,0,6,1,3,0,140,-36.1
28,11,1,3,1,7,0,96,-50.0
39,2,1,6,0,0,0,424,-36.4
50,3,0,3,1,3,0,333,-36.1
30,2,1,6,1,3,0,104,-36.1
37,3,1,4,0,4,0,727,-26.9
32,4,0,4,0,0,0,546,-36.4
46,4,2,4,1,2,0,90,-42.7
59,4,2,4,0,0,0,209,-36.4
38,0,0,6,1,0,0,90,-46.2
41,6,0,2,0,0,0,200,-36.4
37,6,2,6,1,5,0,256,-42.0
33,2,1,6,1,3,3,67,-31.4
35,1,0,3,1,0,0,442,-36.4
45,3,0,3,0,1,0,119,-41.8
44,3,0,5,1,3,0,68,-36.1
35,2,2,1,1,5,0,38,-42.0
31,3,0,2,1,0,0,298,-36.4
43,3,0,0,1,0,0,493,-46.2
61,5,0,0,0,4,0,194,-49.5
50,2,0,6,1,0,0,686,-36.4
35,4,2,4,0,2,0,77,-42.7
37,3,0,3,1,5,0,312,-42.0
39,4,2,4,1,0,0,597,-46.2
56,3,0,0,1,2,0,81,-42.7
35,6,0,6,1,8,0,584,-47.1
32,2,0,6,1,0,0,374,-46.2
28,2,0,1,0,2,0,60,-42.7
45,2,2,6,1,3,0,141,-36.1
46,4,0,4,0,5,0,173,-42.0
54,2,0,6,0,1,0,483,-41.8
47,4,0,1,0,3,0,73,-36.1
39,3,0,0,0,0,0,300,-46.2
56,5,0,0,1,0,0,102,-36.4
33,6,0,6,1,1,0,139,-40.8
31,3,0,2,1,1,0,55,-41.8
39,7,0,1,0,0,0,100,-46.2
35,3,0,3,0,0,0,220,-36.4
40,1,0,1,0,1,0,392,-41.8
48,2,2,6,1,0,0,252,-36.4
50,7,0,0,1,0,0,272,-36.4
54,3,0,3,0,2,0,225,-42.7
34,3,0,3,1,0,0,310,-46.2
32,4,1,1,1,3,0,222,-36.1
42,3,0,3,1,1,0,93,-41.8
25,3,0,0,0,2,0,604,-42.7
31,3,0,4,0,1,0,70,-41.8
30,3,1,3,1,2,0,307,-42.7
34,11,1,4,1,4,0,6,-49.5
40,3,0,4,0,2,0,240,-42.7
60,5,0,6,0,3,0,430,-36.1
34,2,0,3,2,0,0,248,-46.2
38,2,0,6,1,8,0,108,-47.1
29,4,1,6,0,5,3,360,-50.8
36,3,1,3,1,1,0,762,-41.8
42,3,0,2,0,0,0,266,-36.4
26,2,1,1,1,1,0,223,-41.8
37,2,0,1,1,2,0,29,-42.7
33,8,0,6,0,3,0,36,-36.1
46,8,0,3,0,5,0,48,-42.0
32,2,0,1,1,1,7,342,-40.8
36,3,1,2,1,2,0,423,-42.7
52,6,0,4,1,2,0,491,-42.7
37,2,2,6,1,1,0,82,-41.8
53,6,0,6,1,3,0,97,-38.3
38,3,2,5,1,0,0,451,-36.4
41,7,0,6,0,0,0,142,-46.2
37,10,0,3,0,0,0,69,-46.2
33,2,0,1,1,1,0,966,-41.8
42,6,0,6,0,0,0,1677,-36.4
43,4,0,4,0,0,0,460,-40.0
33,8,0,6,1,5,0,208,-42.0
36,3,0,1,0,0,0,268,-36.4
32,4,0,5,0,0,0,274,-36.4
23,11,1,1,1,3,16,784,-31.4
43,8,0,0,0,5,0,206,-42.0
57,3,0,3,1,2,0,106,-42.7
25,4,1,4,1,5,24,712,-50.8
39,6,0,6,1,1,0,30,-41.8
47,3,0,3,1,3,0,118,-36.1
60,8,2,6,0,3,0,90,-31.4
46,3,0,3,0,2,0,407,-42.7
38,0,1,1,1,7,7,422,-34.8
55,4,0,4,1,1,0,555,-41.8
38,4,0,6,1,3,0,95,-36.1
34,3,0,1,1,1,0,78,-40.8
31,2,1,6,1,3,0,432,-36.1
33,4,1,6,1,3,0,113,-36.1
48,3,0,0,1,1,0,61,-41.8
32,7,2,1,0,5,0,194,-42.0
26,7,1,6,1,8,0,618,-34.6
32,4,1,1,1,0,0,202,-36.4
49,6,0,6,0,1,0,215,-40.8
24,2,1,6,1,8,0,342,-47.1
39,1,0,1,0,0,0,342,-36.4
45,8,0,4,1,1,0,330,-41.8
41,7,0,4,1,1,0,109,-41.8
24,11,1,1,0,3,0,292,-31.4
58,8,0,6,0,1,0,380,-41.8
64,5,0,1,0,3,0,301,-31.4
24,3,1,3,0,2,0,418,-42.7
37,4,1,6,1,3,0,194,-36.1
34,4,0,6,0,0,0,217,-36.4
43,3,0,1,1,0,0,190,-36.4
49,3,0,0,1,0,0,89,-36.4
53,4,0,1,1,3,0,78,-36.1
82,5,0,1,1,0,0,135,-40.0
56,5,0,0,1,1,0,125,-41.8
85,5,0,0,0,9,3,728,-37.5
42,8,0,0,1,3,0,52,-36.1
52,6,2,6,0,1,0,167,-41.8
38,3,0,2,0,0,0,21,-36.4
34,2,1,6,1,8,0,305,-47.1
32,4,0,4,0,2,0,203,-42.7
33,10,0,6,1,1,0,187,-41.8
58,6,0,6,0,0,0,236,-36.4
44,3,0,5,0,1,0,239,-41.8
34,2,0,6,0,5,3,134,-50.8
37,3,0,0,1,8,0,17,-47.1
35,4,0,6,0,3,0,204,-36.1
42,1,0,1,1,8,0,234,-47.1
35,4,0,4,1,3,0,185,-36.1
52,2,0,6,1,0,0,556,-40.0
81,0,0,0,1,4,0,246,-26.9
44,6,1,6,1,0,0,844,-36.4
32,3,2,3,1,2,0,146,-42.7
39,3,0,0,1,8,0,405,-47.1
26,2,0,1,0,5,0,112,-30.1
41,4,0,4,0,3,0,174,-36.1
41,7,0,5,0,1,0,280,-41.8
39,4,0,6,2,3,0,116,-36.1
57,3,0,3,1,3,0,365,-36.1
35,2,1,6,0,3,0,85,-36.1
43,3,0,3,0,0,0,157,-46.2
31,2,1,6,1,5,0,124,-42.0
35,2,2,1,1,8,0,285,-47.1
56,5,0,6,1,5,0,156,-30.1
44,2,0,1,1,2,0,118,-42.7
34,2,1,4,0,8,0,130,-47.1
40,1,0,3,0,2,0,63,-42.7
29,2,0,6,1,3,0,164,-36.1
35,4,0,4,0,0,0,504,-36.4
48,1,2,2,1,1,0,319,-41.8
60,2,0,6,0,0,0,266,-36.4
32,2,1,6,1,5,0,208,-42.0
57,2,0,3,0,0,0,563,-46.2
28,3,1,1,1,2,0,221,-42.7
52,4,0,1,2,1,0,24,-41.8
51,4,0,4,1,5,0,123,-42.0
47,3,0,0,1,0,0,569,-46.2
34,2,1,1,1,1,0,122,-41.8
26,3,1,2,0,1,0,83,-41.8
53,4,0,1,1,0,0,274,-36.4
59,2,2,0,1,0,0,193,-40.0
35,3,0,3,0,0,0,330,-36.4
52,4,0,3,0,1,0,188,-41.8
55,3,0,0,0,1,0,146,-41.8
38,9,0,2,1,0,0,240,-36.4
36,3,0,0,0,0,0,114,-36.4
38,2,0,6,1,3,0,19,-36.1
34,6,0,6,0,1,0,893,-41.8
33,3,0,3,0,2,0,121,-42.7
55,5,0,3,0,0,0,674,-46.2
59,4,0,6,0,2,0,213,-42.7
49,0,2,0,0,1,0,114,-41.8
33,4,2,4,0,2,0,93,-42.7
48,9,0,5,1,2,0,198,-42.7
29,3,1,3,1,2,0,532,-42.7
28,2,0,1,0,0,0,204,-46.2
53,2,2,6,1,7,0,262,-34.8
36,3,0,2,0,0,0,460,-46.2
38,3,0,2,0,0,0,523,-36.4
29,2,1,6,0,3,0,12,-36.1
41,3,0,2,1,0,0,189,-46.2
50,2,2,3,1,5,0,128,-42.0
42,2,0,2,0,0,0,60,-36.4
34,2,0,1,1,0,0,180,-36.4
35,2,1,6,0,0,0,126,-36.4
37,4,0,2,0,2,0,130,-42.7
43,6,0,3,1,3,0,233,-31.4
52,1,0,2,1,5,0,283,-42.0
42,8,0,6,0,3,0,327,-36.1
47,2,2,1,1,0,0,105,-46.2
47,3,0,0,0,3,0,74,-36.1
31,2,1,6,1,1,0,76,-41.8
31,3,0,0,0,2,0,99,-42.7
30,4,1,6,0,5,0,59,-42.0
51,2,0,2,1,0,0,531,-36.4
30,4,0,4,0,3,0,107,-36.1
32,2,1,6,1,0,0,98,-46.2
31,2,0,1,1,0,0,151,-36.4
47,10,0,6,1,3,0,216,-36.1
44,2,0,6,0,0,0,165,-36.4
54,3,0,3,0,0,0,452,-36.4
30,4,0,4,0,5,0,679,-42.0
52,5,2,4,0,2,0,867,-42.7
33,2,1,6,0,1,3,206,-39.8
30,4,1,1,0,3,0,481,-36.1
46,1,0,3,1,2,0,40,-42.7
38,4,1,4,0,0,0,325,-46.2
44,3,0,3,0,0,0,358,-36.4
39,6,0,6,0,1,0,129,-41.8
35,4,1,4,1,3,0,75,-36.1
28,2,1,1,1,4,0,83,-26.9
52,5,0,0,0,1,0,633,-41.8
33,2,0,6,1,0,0,86,-46.2
70,2,2,6,0,7,0,83,-50.0
39,8,0,6,0,2,0,178,-42.7
27,5,1,3,0,2,0,121,-42.7
32,2,2,1,1,5,0,134,-42.0
29,2,2,1,1,5,0,920,-42.0
32,4,1,4,0,5,0,295,-42.0
33,4,1,1,1,2,0,209,-42.7
48,5,0,0,1,2,0,27,-42.7
47,6,2,2,1,0,0,353,-36.4
41,3,2,0,1,0,0,1575,-36.4
36,6,0,6,1,5,0,161,-42.0
54,4,0,1,0,1,0,204,-41.8
38,1,1,6,0,2,0,368,-42.7
46,2,0,1,0,8,0,11,-47.1
36,3,0,0,0,1,0,90,-41.8
45,2,0,6,0,3,0,632,-36.1
49,3,0,3,0,5,0,273,-42.0
37,11,1,5,0,1,0,604,-40.8
39,4,0,4,0,3,0,77,-36.1
43,3,0,2,0,1,0,192,-41.8
32,3,0,1,1,0,0,200,-36.4
44,3,0,0,0,1,0,127,-41.8
44,3,0,0,0,3,0,484,-36.1
39,3,0,3,1,9,3,293,-29.8
27,2,1,6,0,0,0,106,-36.4
79,5,0,3,0,9,0,181,-29.8
45,2,0,2,1,0,0,114,-36.4
36,3,0,2,0,8,0,427,-47.1
52,3,0,5,1,2,0,31,-42.7
38,2,0,6,0,3,0,326,-36.1
47,3,0,2,1,2,0,138,-42.7
49,3,0,2,1,5,0,118,-42.0
27,3,1,3,1,2,0,80,-42.7
33,2,1,1,1,5,0,222,-42.0
39,2,1,5,0,0,0,219,-36.4
48,3,0,3,1,1,0,103,-41.8
46,1,0,5,1,3,0,151,-36.1
56,2,0,1,0,1,0,489,-41.8
59,0,0,2,0,1,0,207,-41.8
41,3,2,0,0,0,0,709,-46.2
29,2,0,6,0,2,0,160,-42.7
54,4,0,4,1,8,0,698,-47.1
54,3,2,5,1,1,0,339,-41.8
36,2,0,6,0,2,0,674,-42.7
41,1,0,6,1,5,0,283,-42.0
27,3,1,5,2,2,0,81,-42.7
33,8,2,3,1,0,0,355,-36.4
54,3,0,1,1,2,0,445,-42.7
41,2,0,1,1,0,0,300,-36.4
30,4,0,6,1,0,0,399,-36.4
56,2,2,6,1,2,0,86,-42.7
40,6,0,6,0,0,0,166,-36.4
36,8,0,6,0,0,0,128,-46.2
30,3,0,3,1,0,0,99,-46.2
44,2,0,6,1,3,0,163,-36.1
50,1,0,1,0,2,0,301,-42.7
31,4,1,6,1,0,0,259,-46.2
29,3,0,1,0,1,0,718,-41.8
36,1,1,1,1,0,0,66,-46.2
34,4,0,5,0,5,1,206,-50.8
47,1,0,1,0,3,0,42,-36.1
32,2,1,4,0,0,0,131,-36.4
47,2,2,6,0,0,0,196,-36.4
31,1,1,3,1,2,0,753,-42.7
29,10,2,3,1,1,0,53,-41.8
49,2,0,6,1,5,0,340,-42.0
41,1,0,1,1,8,0,60,-47.1
40,7,0,6,1,2,0,54,-42.7
36,4,1,4,1,8,0,59,-47.1
36,3,0,0,1,0,0,350,-46.2
40,4,1,4,1,3,0,302,-36.1
46,4,0,2,0,8,0,254,-47.1
53,3,0,3,1,1,0,154,-41.8
45,10,1,6,0,2,0,123,-42.7
30,2,1,6,1,3,0,173,-36.1
57,6,0,6,0,2,0,101,-42.7
31,4,0,6,0,3,0,168,-36.1
54,2,0,1,0,8,13,220,-34.6
44,3,2,0,1,8,0,16,-47.1
34,2,0,6,0,0,0,81,-36.4
56,7,2,1,1,0,0,267,-36.4
37,6,0,6,1,8,0,13,-47.1
38,3,2,1,0,1,0,329,-41.8
31,7,0,3,1,0,0,43,-46.2
42,7,0,3,0,0,0,174,-36.4
29,2,1,6,0,3,0,117,-36.1
57,6,2,6,0,0,0,283,-36.4
35,2,1,6,0,3,0,306,-36.1
44,2,0,6,1,9,0,331,-29.8
36,6,0,6,1,5,0,155,-42.0
31,2,1,6,0,3,0,222,-36.1
29,4,0,6,0,0,0,194,-36.4
30,4,3,6,0,7,11,977,-34.8
28,2,0,1,1,5,0,254,-30.1
33,4,1,6,0,3,0,120,-36.1
30,3,1,3,1,2,0,52,-42.7
38,3,0,1,0,2,0,102,-42.7
40,3,2,5,0,8,0,149,-47.1
29,2,1,6,1,3,0,107,-31.4
33,3,0,1,1,1,0,110,-40.8
32,3,0,2,0,5,0,188,-42.0
32,4,1,1,1,2,0,229,-42.7
31,2,1,6,1,3,0,126,-36.1
40,4,0,4,0,1,0,61,-41.8
39,4,0,6,1,3,0,88,-36.1
49,4,0,6,0,0,0,107,-36.4
50,4,0,4,0,3,0,378,-36.1
32,1,0,1,0,5,0,35,-42.0
38,3,0,4,1,0,0,162,-36.4
29,2,1,6,0,2,0,129,-42.7
57,1,0,1,0,0,0,149,-36.4
56,3,0,0,0,1,0,1276,-41.8
35,6,0,6,1,5,0,579,-42.0
57,5,2,0,0,2,0,655,-42.7
56,0,0,1,1,0,0,290,-46.2
42,3,0,0,0,0,0,309,-46.2
44,3,0,3,1,2,0,139,-42.7
48,4,0,1,0,4,0,264,-26.9
53,3,0,0,1,5,0,180,-42.0
32,7,2,0,2,0,0,23,-36.4
43,3,0,2,0,8,0,150,-47.1
48,1,2,1,0,2,0,137,-42.7
44,2,1,1,1,0,0,728,-46.2
25,3,1,3,1,2,0,244,-42.7
36,4,1,4,1,5,0,352,-42.0
48,2,0,4,0,1,0,105,-41.8
41,3,0,0,1,8,0,194,-47.1
34,4,0,4,1,3,0,239,-36.1
46,1,0,1,0,0,0,174,-46.2
32,0,0,6,1,1,0,52,-41.8
43,2,1,6,0,0,0,107,-46.2
47,3,1,3,1,8,0,68,-47.1
30,6,1,6,2,0,0,176,-36.4
26,1,1,1,1,2,0,256,-42.7
41,0,1,0,1,2,0,385,-42.7
36,2,0,1,0,0,0,68,-46.2
44,6,0,6,0,0,0,51,-36.4
31,2,1,6,1,2,0,1327,-42.7
56,2,2,6,1,3,0,479,-36.1
31,2,1,6,0,3,0,358,-36.1
60,5,0,6,1,3,0,368,-36.1
25,2,1,1,1,3,0,121,-31.4
33,3,0,3,1,0,0,67,-36.4
50,2,0,1,0,0,3,208,-40.0
37,7,3,6,0,1,0,100,-40.8
30,2,0,6,1,8,0,739,-47.1
50,10,0,6,1,2,0,1165,-42.7
45,3,0,3,1,1,0,528,-41.8
54,6,0,6,0,2,0,218,-42.7
55,4,2,4,0,3,0,388,-36.1
33,1,0,1,1,5,0,307,-42.0
31,3,1,6,0,3,0,174,-31.4
48,3,0,0,0,0,0,86,-36.4
59,0,0,0,0,1,0,63,-41.8
74,5,2,0,1,2,0,106,-40.3
32,2,0,6,0,1,2,74,-40.8
35,3,0,5,0,0,0,100,-36.4
34,4,1,4,1,0,0,290,-46.2
42,10,1,6,1,5,0,145,-42.0
44,4,2,4,0,0,0,445,-36.4
34,8,1,6,1,0,0,102,-46.2
44,1,0,1,1,5,0,76,-42.0
43,3,0,2,1,5,0,20,-42.0
43,2,2,3,1,0,0,321,-46.2
48,2,1,1,1,0,0,275,-36.4
60,5,0,6,1,0,0,576,-36.4
26,3,0,4,1,0,0,649,-46.2
54,3,0,0,0,8,0,104,-47.1
41,6,0,5,0,0,0,172,-36.4
27,4,1,6,1,1,0,224,-41.8
26,4,1,4,0,5,10,358,-30.1
21,3,1,3,1,0,0,250,-46.2
40,3,2,2,0,0,0,162,-36.4
40,3,0,2,0,0,11,316,-46.2
25,3,1,2,1,0,0,95,-46.2
24,1,0,1,0,2,0,139,-42.7
59,5,0,6,1,1,0,484,-41.8
57,0,2,0,1,0,0,293,-36.4
31,2,1,6,0,3,0,68,-36.1
38,8,2,3,1,2,0,119,-42.7
27,3,1,3,0,2,0,808,-42.7
27,4,1,4,0,8,0,72,-47.1
45,3,1,3,1,5,0,61,-42.0
32,8,2,4,0,0,0,242,-36.4
39,1,2,1,1,0,0,209,-36.4
25,11,1,6,1,7,0,252,-34.8
46,2,0,1,0,1,0,10,-41.8
34,2,1,1,0,5,0,347,-42.0
31,6,2,2,0,0,0,198,-36.4
34,6,2,6,0,2,0,321,-42.7
37,1,1,4,1,8,0,307,-47.1
32,4,1,6,1,2,0,285,-42.7
41,3,0,4,0,8,0,247,-47.1
77,5,2,0,0,8,0,155,-47.1
55,5,2,1,0,2,0,210,-42.7
46,10,0,5,1,8,0,466,-47.1
29,2,1,6,1,3,0,493,-36.1
31,2,2,1,1,0,0,66,-46.2
56,5,2,0,0,0,0,246,-36.4
42,3,0,3,1,5,0,230,-42.0
52,8,0,6,0,0,0,151,-36.4
28,3,0,3,1,0,0,128,-36.4
34,4,0,4,0,8,0,141,-47.1
33,2,0,4,1,0,0,140,-36.4
55,9,0,5,1,2,0,323,-42.7
24,2,0,4,1,8,0,102,-47.1
47,3,0,0,1,0,0,352,-36.4
48,7,0,0,1,0,0,56,-36.4
43,3,0,3,2,0,0,123,-46.2
26,2,0,1,0,0,0,326,-36.4
31,4,1,4,0,3,0,109,-36.1
34,4,1,6,0,0,0,882,-46.2
34,3,0,3,1,2,0,465,-42.7
28,1,1,6,0,1,0,215,-39.8
30,1,0,1,1,2,0,559,-42.7
34,3,0,2,0,1,0,479,-41.8
68,5,0,1,0,8,0,263,-47.1
37,4,1,4,1,3,0,101,-36.1
37,3,2,3,1,8,0,156,-47.1
27,2,1,1,1,2,0,112,-42.7
37,4,1,4,0,0,0,89,-46.2
48,1,0,0,1,5,0,218,-42.0
26,11,1,3,1,3,0,582,-31.4
33,2,1,6,0,3,0,402,-36.1
41,3,0,0,0,0,0,17,-46.2
23,11,1,1,1,0,0,77,-46.2
30,3,1,1,2,5,0,235,-30.1
33,3,0,1,0,8,0,207,-47.1
56,0,0,6,1,8,0,148,-47.1
62,2,0,1,0,7,0,163,-50.0
28,7,1,0,1,8,0,156,-47.1
46,0,0,0,0,1,0,134,-41.8
41,8,0,3,0,2,0,46,-42.7
31,3,1,1,1,0,0,120,-36.4
26,3,0,3,1,8,0,251,-47.1
45,3,0,3,1,0,0,225,-36.4
43,4,1,4,1,2,0,39,-42.7
68,5,1,6,1,9,0,139,-29.8
42,3,0,0,1,0,0,78,-36.4
71,3,2,0,0,3,0,224,-38.3
36,7,1,4,1,3,0,69,-36.1
33,3,1,0,1,0,0,266,-46.2
46,2,1,6,1,2,0,413,-33.6
31,3,1,3,1,5,2,65,-42.0
40,10,0,3,1,8,0,125,-47.1
51,2,2,6,0,3,0,80,-36.1
34,2,1,6,1,1,0,452,-39.8
39,2,2,6,0,0,0,44,-46.2
30,2,1,6,0,0,0,246,-36.4
36,3,0,3,0,0,0,179,-36.4
27,1,1,1,2,2,0,207,-42.7
49,6,0,6,1,1,0,336,-40.8
50,8,0,4,1,2,0,106,-42.7
38,10,0,4,0,0,0,266,-46.2
29,3,1,3,1,2,0,633,-42.7
